"Item_Identifier","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Identifier","Outlet_Establishment_Year","Outlet_Size","Outlet_Location_Type","Outlet_Type","Item_Outlet_Sales","source","Outlet_Years","Item_Type_New"
"FDJ20",20.7,"Regular",0.1000916,"Fruits and Vegetables",125.5388,"OUT013",1987,"High","Tier 3","Supermarket Type1",2105.26,"train",26,"Food"
"DRK59",8.895,"Low Fat",0.0758766,"Hard Drinks",235.9616,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1874.893,"train",6,"Drinks"
"FDL45",15.6,"Low Fat",0.03784136,"Snack Foods",125.2704,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2628.578,"train",4,"Food"
"FDH41",9,"Low Fat",0.08194327,"Frozen Foods",214.5534,"OUT013",1987,"High","Tier 3","Supermarket Type1",3440.854,"train",26,"Food"
"FDD05",19.35,"Low Fat",0.01664516,"Frozen Foods",120.9098,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1687.137,"train",11,"Food"
"FDZ39",19.7,"Regular",0.01806132,"Meat",102.599,"OUT045",2002,"Small","Tier 2","Supermarket Type1",2063.98,"train",11,"Food"
"FDY35",17.6,"Regular",0.0280624,"Breads",44.0402,"OUT019",1985,"Small","Tier 1","Grocery Store",91.8804,"train",28,"Food"
"NCE06",5.825,"Low Fat",0.0918579,"Household",160.7894,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1617.894,"train",4,"Non-Consumable"
"FDE57",9.6,"Low Fat",0.03610941,"Fruits and Vegetables",140.6154,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",4538.093,"train",28,"Food"
"FDD33",12.85,"Low Fat",0.1086334,"Fruits and Vegetables",233.8642,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2323.642,"train",4,"Food"
"FDQ10",12.85,"Low Fat",0.03324652,"Snack Foods",172.4422,"OUT045",2002,"Small","Tier 2","Supermarket Type1",4483.497,"train",11,"Food"
"FDN15",17.5,"Low Fat",0.01672013,"Meat",139.918,"OUT013",1987,"High","Tier 3","Supermarket Type1",419.454,"train",26,"Food"
"FDS50",17,"Low Fat",0.05543338,"Dairy",221.1114,"OUT046",1997,"Small","Tier 1","Supermarket Type1",4434.228,"train",16,"Food"
"FDX21",7.05,"Low Fat",0.08496602,"Snack Foods",111.1912,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1965.442,"train",16,"Food"
"FDL58",5.78,"Regular",0.07413505,"Snack Foods",264.0568,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2109.254,"train",9,"Food"
"FDK09",15.2,"Low Fat",0.09174595,"Snack Foods",229.0352,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2290.352,"train",9,"Food"
"FDS08",5.735,"Low Fat",0.05668538,"Fruits and Vegetables",178.437,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3175.866,"train",28,"Food"
"FDE20",11.35,"Regular",0.00552947,"Fruits and Vegetables",169.279,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2376.906,"train",9,"Food"
"FDF04",17.5,"Low Fat",0.0136647,"Frozen Foods",257.7304,"OUT045",2002,"Small","Tier 2","Supermarket Type1",5683.269,"train",11,"Food"
"FDA50",16.25,"Low Fat",0.08731067,"Dairy",95.541,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1544.656,"train",14,"Food"
"FDX08",12.85,"Low Fat",0.0226392,"Fruits and Vegetables",179.7318,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2165.182,"train",14,"Food"
"FDD05",19.35,"Low Fat",0.01653103,"Frozen Foods",122.4098,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3012.745,"train",28,"Food"
"FDG41",8.84,"Regular",0.07687399,"Frozen Foods",109.9228,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1547.319,"train",4,"Food"
"FDU39",18.85,"Low Fat",0.03586344,"Meat",58.3562,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1125.868,"train",28,"Food"
"NCQ43",17.75,"Low Fat",0.1113016,"Others",107.5912,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1528.677,"train",16,"Non-Consumable"
"NCY42",6.38,"Low Fat",0.01519332,"Household",143.347,"OUT045",2002,"Small","Tier 2","Supermarket Type1",858.882,"train",11,"Non-Consumable"
"FDF26",6.825,"Regular",0.04640893,"Canned",153.2998,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3998.795,"train",28,"Food"
"FDC20",10.65,"Low Fat",0.025,"Fruits and Vegetables",57.1272,"OUT035",2004,"Small","Tier 2","Supermarket Type1",279.636,"train",9,"Food"
"FDX14",13.1,"Low Fat",0.07494003,"Dairy",75.0354,"OUT046",1997,"Small","Tier 1","Supermarket Type1",902.8248,"train",16,"Food"
"DRC49",8.67,"Low Fat",0.0651197,"Soft Drinks",145.7128,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",4026.758,"train",28,"Drinks"
"FDM40",10.195,"Low Fat",0.1542,"Frozen Foods",143.1154,"OUT017",2007,"Small","Tier 2","Supermarket Type1",2410.862,"train",6,"Food"
"FDE10",6.67,"Regular",0.0904569,"Snack Foods",131.2626,"OUT017",2007,"Small","Tier 2","Supermarket Type1",2098.602,"train",6,"Food"
"NCU17",5.32,"Low Fat",0.09307168,"Health and Hygiene",103.8674,"OUT045",2002,"Small","Tier 2","Supermarket Type1",509.337,"train",11,"Non-Consumable"
"FDB36",5.465,"Regular",0.04829219,"Baking Goods",133.1626,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2492.089,"train",28,"Food"
"DRF13",12.1,"Low Fat",0.02990268,"Soft Drinks",144.3444,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1161.155,"train",4,"Drinks"
"FDL13",13.85,"Regular",0.05654799,"Breakfast",232.73,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",6291.81,"train",4,"Food"
"NCH55",16.35,"Low Fat",0.03472622,"Household",125.602,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3036.048,"train",14,"Non-Consumable"
"NCF18",18.35,"Low Fat",0.08890855,"Household",192.8504,"OUT013",1987,"High","Tier 3","Supermarket Type1",2876.256,"train",26,"Non-Consumable"
"FDC09",15.5,"Regular",0.04402416,"Fruits and Vegetables",102.0332,"OUT010",1998,"Small","Tier 3","Grocery Store",102.5332,"train",15,"Food"
"FDV09",12.1,"Low Fat",0.02056857,"Snack Foods",150.4734,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2078.628,"train",16,"Food"
"FDV09",12.1,"Low Fat",0.02056468,"Snack Foods",148.2734,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3266.415,"train",9,"Food"
"FDU16",19.25,"Regular",0.05822661,"Frozen Foods",85.2908,"OUT013",1987,"High","Tier 3","Supermarket Type1",671.1264,"train",26,"Food"
"FDD26",8.71,"Regular",0.07215546,"Canned",183.3924,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3146.571,"train",16,"Food"
"NCA29",10.5,"Low Fat",0.02725371,"Household",170.9106,"OUT013",1987,"High","Tier 3","Supermarket Type1",3251.101,"train",26,"Non-Consumable"
"FDZ26",11.6,"Regular",0.1446041,"Dairy",240.8222,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",3585.333,"train",4,"Food"
"FDT56",16,"Regular",0.193478,"Fruits and Vegetables",55.9246,"OUT010",1998,"Small","Tier 3","Grocery Store",405.4722,"train",15,"Food"
"FDF22",6.865,"Low Fat",0.05694594,"Snack Foods",214.6218,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1923.496,"train",11,"Food"
"FDH21",10.395,"Low Fat",0.03128834,"Seafood",159.5604,"OUT045",2002,"Small","Tier 2","Supermarket Type1",2852.287,"train",11,"Food"
"FDD44",8.05,"Regular",0.07840047,"Fruits and Vegetables",259.0646,"OUT046",1997,"Small","Tier 1","Supermarket Type1",4380.298,"train",16,"Food"
"FDS56",5.785,"Regular",0.03897609,"Fruits and Vegetables",264.2252,"OUT017",2007,"Small","Tier 2","Supermarket Type1",3934.878,"train",6,"Food"
"FDF21",10.3,"Regular",0.05891884,"Fruits and Vegetables",191.653,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",5313.084,"train",14,"Food"
"FDM44",12.5,"Low Fat",0.03117616,"Fruits and Vegetables",103.099,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",722.393,"train",4,"Food"
"DRK01",7.63,"Low Fat",0.06115925,"Soft Drinks",92.5436,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1607.241,"train",14,"Drinks"
"FDO22",13.5,"Regular",0.0171,"Snack Foods",78.396,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1438.128,"train",9,"Food"
"FDP57",17.5,"Low Fat",0.05255048,"Snack Foods",101.299,"OUT045",2002,"Small","Tier 2","Supermarket Type1",722.393,"train",11,"Food"
"DRF49",7.27,"Low Fat",0.1244483,"Soft Drinks",112.0518,"OUT019",1985,"Small","Tier 1","Grocery Store",113.8518,"train",28,"Drinks"
"DRK11",8.21,"Low Fat",0.01080827,"Hard Drinks",150.5392,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1043.974,"train",4,"Drinks"
"FDT51",11.65,"Regular",0.01096327,"Meat",110.9544,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",335.5632,"train",4,"Food"
"FDE58",18.5,"Low Fat",0.0391,"Snack Foods",119.8124,"OUT017",2007,"Small","Tier 2","Supermarket Type1",4029.422,"train",6,"Food"
"FDT23",7.72,"Regular",0.0750359,"Breads",78.7986,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",856.8846,"train",4,"Food"
"NCT42",5.88,"Low Fat",0.02488261,"Household",149.4392,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1640.531,"train",9,"Non-Consumable"
"FDJ41",6.85,"Low Fat",0.02287895,"Frozen Foods",262.3594,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3924.891,"train",9,"Food"
"NCF42",17.35,"Low Fat",0.1665725,"Household",176.1712,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3691.195,"train",28,"Non-Consumable"
"FDA19",7.52,"Low Fat",0.05508162,"Fruits and Vegetables",128.8994,"OUT013",1987,"High","Tier 3","Supermarket Type1",2055.99,"train",26,"Food"
"FDW09",13.65,"Regular",0.02592082,"Snack Foods",81.2302,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2059.985,"train",16,"Food"
"NCO14",9.6,"Low Fat",0.02950032,"Household",46.2086,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",802.9548,"train",28,"Non-Consumable"
"FDO39",6.985,"Regular",0.1376455,"Meat",185.2608,"OUT045",2002,"Small","Tier 2","Supermarket Type1",2940.173,"train",11,"Food"
"FDR45",10.8,"Low Fat",0.0279,"Snack Foods",240.6222,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",4302.4,"train",28,"Food"
"FDA15",9.3,"Low Fat",0.0268182,"Dairy",248.9092,"OUT010",1998,"Small","Tier 3","Grocery Store",498.0184,"train",15,"Food"
"FDY13",12.1,"Low Fat",0.03010234,"Canned",74.767,"OUT013",1987,"High","Tier 3","Supermarket Type1",2220.443,"train",26,"Food"
"FDY31",5.98,"Low Fat",0.04374031,"Fruits and Vegetables",145.3418,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2354.269,"train",4,"Food"
"NCS29",9,"Low Fat",0.06965359,"Health and Hygiene",266.2884,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2914.872,"train",14,"Non-Consumable"
"FDJ52",7.145,"Low Fat",0.01785932,"Frozen Foods",160.6578,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2246.409,"train",4,"Food"
"NCX41",19,"Low Fat",0.01775521,"Health and Hygiene",211.7244,"OUT045",2002,"Small","Tier 2","Supermarket Type1",2752.417,"train",11,"Non-Consumable"
"FDQ36",7.855,"Regular",0.1618751,"Baking Goods",35.6848,"OUT045",2002,"Small","Tier 2","Supermarket Type1",335.5632,"train",11,"Food"
"FDV35",19.5,"Low Fat",0.1281818,"Breads",156.1314,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2792.365,"train",9,"Food"
"FDE02",8.71,"Low Fat",0.1212504,"Canned",92.7778,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1032.656,"train",16,"Food"
"FDA34",11.5,"Low Fat",0.01492109,"Starchy Foods",173.908,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1211.756,"train",4,"Food"
"NCL42",18.85,"Low Fat",0.04043437,"Household",244.3144,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",5635.331,"train",14,"Non-Consumable"
"FDE14",13.65,"Regular",0.03150892,"Canned",98.77,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1697.79,"train",11,"Food"
"DRD25",6.135,"Low Fat",0.07909484,"Soft Drinks",114.386,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1018.674,"train",14,"Drinks"
"DRF01",5.655,"Low Fat",0.1757934,"Soft Drinks",146.9102,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1749.722,"train",4,"Drinks"
"FDF39",14.85,"Regular",0.01949505,"Dairy",261.291,"OUT013",1987,"High","Tier 3","Supermarket Type1",10256.65,"train",26,"Food"
"FDP01",20.75,"Regular",0.06331397,"Breakfast",153.7682,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1829.618,"train",9,"Food"
"FDB10",10,"Low Fat",0.0674819,"Snack Foods",234.859,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1181.795,"train",4,"Food"
"FDY14",10.3,"Low Fat",0.07002695,"Dairy",263.6226,"OUT035",2004,"Small","Tier 2","Supermarket Type1",6608.065,"train",9,"Food"
"FDR57",5.675,"Regular",0.02349697,"Snack Foods",156.1288,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2828.318,"train",16,"Food"
"NCH29",5.51,"Low Fat",0.0335,"Health and Hygiene",98.9726,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1565.962,"train",4,"Non-Consumable"
"FDJ45",17.75,"Low Fat",0.07355952,"Seafood",33.9216,"OUT045",2002,"Small","Tier 2","Supermarket Type1",830.9184,"train",11,"Food"
"FDZ48",17.75,"Low Fat",0.07626905,"Baking Goods",113.1544,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1006.69,"train",4,"Food"
"FDV44",8.365,"Regular",0.03992524,"Fruits and Vegetables",189.2188,"OUT045",2002,"Small","Tier 2","Supermarket Type1",4570.051,"train",11,"Food"
"FDR01",5.405,"Regular",0.09388394,"Canned",200.4742,"OUT019",1985,"Small","Tier 1","Grocery Store",398.1484,"train",28,"Food"
"FDZ57",10,"Regular",0.03773288,"Snack Foods",128.2994,"OUT013",1987,"High","Tier 3","Supermarket Type1",1413.493,"train",26,"Food"
"FDI08",18.2,"Regular",0.06640013,"Fruits and Vegetables",250.1092,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",5727.212,"train",14,"Food"
"DRA24",19.35,"Regular",0.03992069,"Soft Drinks",163.3868,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3439.523,"train",9,"Drinks"
"FDS39",6.895,"Low Fat",0.02235181,"Meat",143.7812,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",4986.842,"train",28,"Food"
"NCL31",7.39,"Low Fat",0.1201809,"Others",141.447,"OUT013",1987,"High","Tier 3","Supermarket Type1",2290.352,"train",26,"Non-Consumable"
"FDD34",7.945,"Low Fat",0.01590097,"Snack Foods",163.821,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1794.331,"train",14,"Food"
"FDC34",16,"Regular",0.1727591,"Snack Foods",157.0972,"OUT046",1997,"Small","Tier 1","Supermarket Type1",4673.916,"train",16,"Food"
"NCK05",20.1,"Low Fat",0.07745425,"Health and Hygiene",59.2536,"OUT046",1997,"Small","Tier 1","Supermarket Type1",735.0432,"train",16,"Non-Consumable"
"FDB32",20.6,"Low Fat",0.03925541,"Fruits and Vegetables",94.4778,"OUT010",1998,"Small","Tier 3","Grocery Store",93.8778,"train",15,"Food"
"FDC03",8.575,"Regular",0.07225289,"Dairy",196.5794,"OUT017",2007,"Small","Tier 2","Supermarket Type1",5267.144,"train",6,"Food"
"FDO19",17.7,"Regular",0.01666425,"Fruits and Vegetables",47.9034,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",729.051,"train",4,"Food"
"FDZ28",20,"Regular",0.08618789,"Frozen Foods",125.4678,"OUT010",1998,"Small","Tier 3","Grocery Store",127.1678,"train",15,"Food"
"FDK28",5.695,"Low Fat",0.1097841,"Frozen Foods",256.0646,"OUT010",1998,"Small","Tier 3","Grocery Store",1288.323,"train",15,"Food"
"NCU30",5.11,"Low Fat",0.0297,"Household",164.721,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",3588.662,"train",4,"Non-Consumable"
"FDV57",15.25,"Regular",0.0494,"Snack Foods",178.166,"OUT045",2002,"Small","Tier 2","Supermarket Type1",4853.682,"train",11,"Food"
"FDB02",9.695,"Regular",0.02902305,"Canned",177.837,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",6704.606,"train",28,"Food"
"FDD52",18.25,"Regular",0.1831423,"Dairy",110.357,"OUT013",1987,"High","Tier 3","Supermarket Type1",2087.283,"train",26,"Food"
"FDN34",15.6,"Regular",0.0395,"Snack Foods",170.6132,"OUT013",1987,"High","Tier 3","Supermarket Type1",6595.415,"train",26,"Food"
"FDB50",13,"Low Fat",0.1538574,"Canned",76.3986,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",778.986,"train",14,"Food"
"FDS55",7.02,"Low Fat",0.08129037,"Fruits and Vegetables",147.3734,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2524.048,"train",14,"Food"
"FDR21",19.7,"Low Fat",0.06693546,"Snack Foods",177.537,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3175.866,"train",16,"Food"
"NCD07",9.1,"Low Fat",0.05551492,"Household",112.5518,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",341.5554,"train",14,"Non-Consumable"
"FDO11",8,"Regular",0.05065723,"Breads",249.9092,"OUT010",1998,"Small","Tier 3","Grocery Store",249.0092,"train",15,"Food"
"NCC54",17.75,"Low Fat",0.09810896,"Health and Hygiene",240.9196,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",4579.372,"train",4,"Non-Consumable"
"FDV35",19.5,"Low Fat",0.1284053,"Breads",156.4314,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2326.971,"train",14,"Food"
"NCU29",7.685,"Low Fat",0.02547745,"Health and Hygiene",145.276,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3515.424,"train",16,"Non-Consumable"
"NCZ53",9.6,"Low Fat",0.04096976,"Health and Hygiene",188.7214,"OUT010",1998,"Small","Tier 3","Grocery Store",376.8428,"train",15,"Non-Consumable"
"DRE03",19.6,"Low Fat",0.04055087,"Dairy",45.5718,"OUT010",1998,"Small","Tier 3","Grocery Store",47.2718,"train",15,"Drinks"
"FDZ09",17.6,"Low Fat",0.1755459,"Snack Foods",163.6868,"OUT010",1998,"Small","Tier 3","Grocery Store",163.7868,"train",15,"Food"
"FDE40",15.6,"Regular",0.09934483,"Dairy",63.6194,"OUT045",2002,"Small","Tier 2","Supermarket Type1",743.0328,"train",11,"Food"
"NCS18",12.65,"Low Fat",0.04227675,"Household",108.4938,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1500.713,"train",14,"Non-Consumable"
"FDX24",8.355,"Low Fat",0.01386161,"Baking Goods",94.4462,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2036.016,"train",28,"Food"
"FDS34",19.35,"Regular",0.07638737,"Snack Foods",112.1518,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3870.961,"train",28,"Food"
"NCS53",14.5,"Low Fat",0.08996026,"Health and Hygiene",159.5604,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1426.144,"train",11,"Non-Consumable"
"FDH38",6.425,"Low Fat",0.01048075,"Canned",116.5808,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2460.797,"train",4,"Food"
"DRM35",9.695,"Low Fat",0.07058742,"Hard Drinks",176.9344,"OUT045",2002,"Small","Tier 2","Supermarket Type1",5888.335,"train",11,"Drinks"
"DRI25",19.6,"Low Fat",0.03387323,"Soft Drinks",56.1614,"OUT013",1987,"High","Tier 3","Supermarket Type1",828.921,"train",26,"Drinks"
"NCP06",20.7,"Low Fat",0.03923838,"Household",152.8366,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2569.322,"train",9,"Non-Consumable"
"FDT02",12.6,"Low Fat",0.02433159,"Dairy",34.9874,"OUT017",2007,"Small","Tier 2","Supermarket Type1",529.311,"train",6,"Food"
"NCP14",8.275,"Low Fat",0.110198,"Household",104.2306,"OUT013",1987,"High","Tier 3","Supermarket Type1",3658.571,"train",26,"Non-Consumable"
"NCD43",8.85,"Low Fat",0.02804888,"Household",106.1964,"OUT019",1985,"Small","Tier 1","Grocery Store",210.3928,"train",28,"Non-Consumable"
"FDP20",19.85,"Low Fat",0.04563123,"Fruits and Vegetables",128.102,"OUT013",1987,"High","Tier 3","Supermarket Type1",1265.02,"train",26,"Food"
"FDK04",7.36,"Low Fat",0.08755962,"Frozen Foods",55.2588,"OUT010",1998,"Small","Tier 3","Grocery Store",229.0352,"train",15,"Food"
"FDQ15",20.35,"Regular",0.252866,"Meat",82.7276,"OUT010",1998,"Small","Tier 3","Grocery Store",162.4552,"train",15,"Food"
"FDE11",17.7,"Regular",0.135306,"Starchy Foods",183.7924,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2221.109,"train",14,"Food"
"FDN01",8.895,"Low Fat",0.1267609,"Breakfast",176.937,"OUT019",1985,"Small","Tier 1","Grocery Store",352.874,"train",28,"Food"
"FDC29",8.39,"Regular",0.02420108,"Frozen Foods",112.6176,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2175.834,"train",9,"Food"
"FDC48",9.195,"Low Fat",0.01585629,"Baking Goods",81.6592,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1403.506,"train",9,"Food"
"DRF27",8.93,"Low Fat",0.0284119,"Dairy",152.334,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2143.876,"train",9,"Drinks"
"NCB55",15.7,"Low Fat",0.1605293,"Household",59.2562,"OUT013",1987,"High","Tier 3","Supermarket Type1",296.281,"train",26,"Non-Consumable"
"NCX30",16.7,"Low Fat",0.0267712,"Household",246.3776,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1981.421,"train",6,"Non-Consumable"
"DRN36",15.2,"Low Fat",0.04993485,"Soft Drinks",95.0752,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2588.63,"train",28,"Drinks"
"FDP08",20.5,"Regular",0.1130459,"Fruits and Vegetables",194.1478,"OUT017",2007,"Small","Tier 2","Supermarket Type1",2906.217,"train",6,"Food"
"NCD31",12.1,"Low Fat",0.01535972,"Household",163.7526,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1973.431,"train",28,"Non-Consumable"
"FDK45",11.65,"Low Fat",0.0340497,"Seafood",112.286,"OUT017",2007,"Small","Tier 2","Supermarket Type1",452.744,"train",6,"Food"
"DRE49",20.75,"Low Fat",0.02128304,"Soft Drinks",153.5024,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2428.838,"train",14,"Drinks"
"FDU52",7.56,"Low Fat",0.06346205,"Frozen Foods",157.563,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1721.093,"train",28,"Food"
"FDD53",16.2,"Low Fat",0.07401939,"Frozen Foods",41.7454,"OUT010",1998,"Small","Tier 3","Grocery Store",83.8908,"train",15,"Food"
"FDF11",10.195,"Regular",0.01766698,"Starchy Foods",239.4538,"OUT045",2002,"Small","Tier 2","Supermarket Type1",4566.722,"train",11,"Food"
"NCR30",20.6,"Low Fat",0.1242995,"Household",73.4696,"OUT019",1985,"Small","Tier 1","Grocery Store",298.2784,"train",28,"Non-Consumable"
"FDD03",13.3,"Low Fat",0.07973985,"Dairy",233.03,"OUT013",1987,"High","Tier 3","Supermarket Type1",5359.69,"train",26,"Food"
"FDF09",6.215,"Low Fat",0.01216779,"Fruits and Vegetables",37.4848,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",111.8544,"train",14,"Food"
"FDS33",6.67,"Regular",0.1081,"Snack Foods",90.5514,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",974.0654,"train",4,"Food"
"FDK03",12.6,"Regular",0.07433856,"Dairy",255.5356,"OUT017",2007,"Small","Tier 2","Supermarket Type1",9664.753,"train",6,"Food"
"FDD29",12.15,"Low Fat",0.01840703,"Frozen Foods",254.7698,"OUT035",2004,"Small","Tier 2","Supermarket Type1",5834.405,"train",9,"Food"
"FDD02",16.6,"Low Fat",0.05036919,"Canned",117.2124,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1422.149,"train",14,"Food"
"FDF29",15.1,"Regular",0.01983765,"Frozen Foods",128.131,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1687.803,"train",28,"Food"
"FDP59",20.85,"Regular",0.05646571,"Breads",103.6648,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2285.026,"train",16,"Food"
"NCN17",11,"Low Fat",0.05492864,"Health and Hygiene",101.7358,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1508.037,"train",9,"Non-Consumable"
"NCM55",15.6,"Low Fat",0.06682987,"Others",185.5924,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3146.571,"train",14,"Non-Consumable"
"FDD39",16.7,"Low Fat",0.1228322,"Dairy",217.685,"OUT019",1985,"Small","Tier 1","Grocery Store",432.77,"train",28,"Food"
"FDS02",10.195,"Regular",0.1466924,"Dairy",194.5794,"OUT017",2007,"Small","Tier 2","Supermarket Type1",4096.667,"train",6,"Food"
"FDN16",12.6,"Regular",0.06282745,"Frozen Foods",105.099,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1444.786,"train",11,"Food"
"FDM21",20.2,"Low Fat",0.06446415,"Snack Foods",255.7646,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",5410.957,"train",14,"Food"
"FDJ04",18,"Low Fat",0.124959,"Frozen Foods",116.5124,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",355.5372,"train",4,"Food"
"FDT50",6.75,"Regular",0.1129,"Dairy",96.7752,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1342.253,"train",14,"Food"
"FDM27",12.35,"Regular",0.1591149,"Meat",158.1946,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1104.562,"train",4,"Food"
"FDT19",7.59,"Regular",0.145335,"Fruits and Vegetables",173.108,"OUT045",2002,"Small","Tier 2","Supermarket Type1",2077.296,"train",11,"Food"
"FDQ39",14.8,"Low Fat",0.08116814,"Meat",190.5846,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3630.607,"train",14,"Food"
"NCU30",5.11,"Low Fat",0.03487469,"Household",161.721,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2446.815,"train",16,"Non-Consumable"
"FDY27",6.38,"Low Fat",0.03189818,"Dairy",177.4344,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1784.344,"train",16,"Food"
"FDW14",8.3,"Regular",0.03821154,"Dairy",87.7198,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1569.956,"train",16,"Food"
"FDJ21",16.7,"Regular",0.03874616,"Snack Foods",143.8102,"OUT017",2007,"Small","Tier 2","Supermarket Type1",4811.737,"train",6,"Food"
"FDX47",6.55,"Regular",0.03443677,"Breads",156.5288,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",4870.993,"train",28,"Food"
