"Item_Weight","Item_Fat_Content_Low Fat","Item_Fat_Content_Regular","Item_Visibility","Item_MRP","Outlet_Size_High","Outlet_Size_Medium","Outlet_Size_Small","Outlet_Location_Type_Tier 1","Outlet_Location_Type_Tier 2","Outlet_Location_Type_Tier 3","Outlet_Type_Grocery Store","Outlet_Type_Supermarket Type1","Outlet_Type_Supermarket Type2","Outlet_Type_Supermarket Type3","Outlet_Years","Item_Outlet_Sales"
16.2,1,0,0.1761754,184.0608,0,0,1,0,1,0,0,1,0,0,6,2021.369
8.975,0,1,0.08825777,84.1224,0,0,1,0,0,1,1,0,0,0,15,170.4448
21.1,0,1,0.02075087,128.7994,0,1,0,1,0,0,0,1,0,0,14,1927.491
17.75,1,0,0.1115273,110.2912,0,0,1,0,1,0,0,1,0,0,11,873.5296
12.8,0,1,0.1143183,142.2838,0,1,0,0,0,1,0,0,1,0,4,421.4514
6.905,0,1,0.0383632,98.1726,0,0,1,0,1,0,0,1,0,0,6,587.2356
10.195,0,1,0.2454837,141.8838,0,0,1,0,0,1,1,0,0,0,15,280.9676
5.785,0,1,0.05393093,87.3856,0,1,0,1,0,0,0,1,0,0,14,878.856
15.2,1,0,0.01894261,236.0248,0,1,0,0,0,1,0,0,0,1,28,6636.694
7.96,1,0,0.0283396,162.4894,1,0,0,0,0,1,0,1,0,0,26,1779.683
8.3,0,1,0.03015135,98.7384,0,0,1,1,0,0,0,1,0,0,16,492.692
5.46,0,1,0.1072743,145.5786,0,0,1,0,1,0,0,1,0,0,11,3900.922
13.35,1,0,0.1026709,228.6352,0,1,0,1,0,0,0,1,0,0,14,3435.528
5.46,0,1,0.0321774,185.424,0,0,1,1,0,0,0,1,0,0,16,5219.872
19.35,0,1,0.03973488,165.7868,0,1,0,0,0,1,0,0,0,1,28,4913.604
20.75,0,1,0.08353699,180.3318,1,0,0,0,0,1,0,1,0,0,26,4149.931
6.59,1,0,0.02622569,119.0098,0,1,0,1,0,0,0,1,0,0,14,2530.706
7.55,1,0,0.0273235,151.934,0,0,1,0,1,0,0,1,0,0,6,1837.608
20.85,1,0,0.03747983,192.7478,0,0,1,0,1,0,0,1,0,0,11,2131.226
18.85,1,0,0.1685318,192.5136,0,0,1,0,1,0,0,1,0,0,6,2916.204
15.2,1,0,0.02129391,218.4824,0,1,0,0,0,1,0,0,1,0,4,1528.677
10.1,1,0,0.03026977,152.4656,0,0,1,0,1,0,0,1,0,0,11,2934.846
10,1,0,0.02582231,262.7226,0,0,1,0,1,0,0,1,0,0,9,3171.871
8.985,1,0,0.1836882,100.27,0,1,0,1,0,0,0,1,0,0,14,998.7
11.5,0,1,0.1255792,99.7358,0,0,1,0,1,0,0,1,0,0,9,1105.894
20.1,1,0,0.07707918,61.5536,0,1,0,0,0,1,0,0,0,1,28,918.804
19.85,1,0,0.02607449,48.6376,0,1,0,0,0,1,0,0,1,0,4,575.2512
21.1,1,0,0.01059347,234.2958,1,0,0,0,0,1,0,1,0,0,26,3739.133
4.555,0,1,0.03435717,112.6544,0,0,1,1,0,0,0,1,0,0,16,2684.506
20.85,1,0,0.0373969,193.8478,0,0,1,0,1,0,0,1,0,0,9,2712.469
7.905,1,0,0.06401107,230.2694,1,0,0,0,0,1,0,1,0,0,26,4567.388
6.78,0,1,0.08598198,228.4694,0,0,1,0,1,0,0,1,0,0,11,5480.866
11.65,1,0,0.04031869,186.224,0,1,0,0,0,1,0,0,0,1,28,5033.448
15,0,1,0.1617628,185.9266,0,0,1,0,1,0,0,1,0,0,11,2581.972
17.6,1,0,0.104879,164.8868,0,0,1,1,0,0,0,1,0,0,16,2456.802
13.8,0,1,0.1074698,77.8012,0,0,1,0,0,1,1,0,0,0,15,227.7036
5.11,1,0,0.0348681,163.821,0,0,1,0,1,0,0,1,0,0,9,2120.573
8.71,0,1,0.04607957,43.5744,0,0,1,0,1,0,0,1,0,0,11,407.4696
7.235,1,0,0.05808383,113.6834,1,0,0,0,0,1,0,1,0,0,26,230.3668
12.3,0,1,0.06461898,89.8804,0,0,1,1,0,0,0,1,0,0,16,1286.326
6.96,1,0,0.07717897,93.1146,0,0,1,0,1,0,0,1,0,0,9,2189.15
18,0,1,0.1429107,89.6514,0,1,0,1,0,0,0,1,0,0,14,1859.579
6.28,1,0,0.02768205,85.5198,1,0,0,0,0,1,0,1,0,0,26,1744.396
10.5,0,1,0.1425113,158.7578,0,0,1,0,1,0,0,1,0,0,9,2246.409
14.15,1,0,0.09557165,171.0106,0,0,1,0,1,0,0,1,0,0,11,4106.654
9.8,1,0,0.02316823,47.506,0,0,1,0,0,1,1,0,0,0,15,186.424
15.85,0,1,0.06104513,44.7744,1,0,0,0,0,1,0,1,0,0,26,181.0976
10.3,0,1,0.01114887,84.854,0,0,1,0,1,0,0,1,0,0,11,778.986
17.6,1,0,0.05809127,156.2314,0,0,1,1,0,0,0,1,0,0,16,2947.497
8.1,0,1,0.01967277,86.4198,0,1,0,0,0,1,0,0,0,1,28,1918.836
10.3,1,0,0.07867828,177.037,1,0,0,0,0,1,0,1,0,0,26,3705.177
9.195,0,1,0.1176675,159.5578,0,1,0,1,0,0,0,1,0,0,14,1283.662
12.8,1,0,0.06990244,261.3252,0,1,0,0,0,1,0,0,1,0,4,3410.228
10,0,1,0.03775717,126.7994,0,0,1,0,1,0,0,1,0,0,9,1284.994
17.25,1,0,0.1070215,40.5822,0,0,1,0,1,0,0,1,0,0,9,785.644
10.6,0,1,0.03289211,49.3008,0,1,0,0,0,1,0,0,0,1,28,1518.024
20.2,1,0,0.1004775,187.7898,0,0,1,0,1,0,0,1,0,0,6,2245.078
7.5,1,0,0.03622807,175.2028,0,0,1,0,1,0,0,1,0,0,9,4427.57
7.895,0,1,0.09448848,100.7332,1,0,0,0,0,1,0,1,0,0,26,1230.398
15.75,1,0,0.0551543,195.5452,0,1,0,0,0,1,0,0,1,0,4,1174.471
7.865,1,0,0.1069076,162.8526,0,0,1,1,0,0,1,0,0,0,28,493.3578
13.65,0,1,0.0730603,196.2426,0,0,1,0,1,0,0,1,0,0,11,2570.654
20.1,1,0,0.07743961,60.6536,0,0,1,0,1,0,0,1,0,0,9,980.0576
13.65,0,1,0.08096897,259.7936,0,1,0,0,0,1,0,0,1,0,4,2609.936
12.3,0,1,0.1064926,176.3396,0,1,0,1,0,0,0,1,0,0,14,1395.517
6.885,0,1,0.1393306,109.5228,0,1,0,0,0,1,0,0,0,1,28,3426.207
21.35,1,0,0.06882248,258.3278,0,0,1,1,0,0,0,1,0,0,16,7028.851
7.72,0,1,0.07466929,76.3986,1,0,0,0,0,1,0,1,0,0,26,1402.175
12.1,1,0,0.02583413,165.1526,0,0,1,0,0,1,1,0,0,0,15,164.4526
14.85,0,1,0.0352277,159.5578,1,0,0,0,0,1,0,1,0,0,26,2085.951
7.725,1,0,0.05090181,120.5414,0,0,1,1,0,0,1,0,0,0,28,365.5242
16,1,0,0.07296514,231.3668,0,1,0,0,0,1,0,0,1,0,4,4607.336
8.395,1,0,0.03949221,97.3042,0,0,1,1,0,0,0,1,0,0,16,1091.246
7.365,1,0,0.04255221,225.172,0,0,1,0,1,0,0,1,0,0,9,3395.58
20.5,1,0,0.02058789,89.583,1,0,0,0,0,1,0,1,0,0,26,1797.66
18.25,1,0,0.130095,257.2962,0,0,1,0,0,1,1,0,0,0,15,517.9924
16,1,0,0.04074762,140.2496,0,1,0,0,0,1,0,0,0,1,28,4093.338
7.475,1,0,0.01314664,214.5192,0,0,1,0,1,0,0,1,0,0,11,2804.35
12.15,1,0,0.02176755,164.6184,0,0,1,0,1,0,0,1,0,0,11,3797.723
7.97,1,0,0.0294,172.0422,0,1,0,0,0,1,0,0,1,0,4,5690.593
15.25,1,0,0.08995645,217.1192,0,1,0,1,0,0,0,1,0,0,14,3235.788
16.35,0,1,0.06266564,225.6062,0,1,0,0,0,1,0,0,1,0,4,1579.943
11.1,1,0,0.1761823,158.1604,0,0,1,0,1,0,0,1,0,0,9,1901.525
11.8,1,0,0.0228435,177.8686,0,0,1,1,0,0,0,1,0,0,16,4621.984
14.3,0,1,0.03441124,98.6726,0,0,1,1,0,0,0,1,0,0,16,782.9808
13.65,0,1,0.0251,36.6532,0,0,1,0,1,0,0,1,0,0,6,755.0172
16.75,1,0,0.1288614,86.2856,0,0,1,0,1,0,0,1,0,0,9,1406.17
16.25,1,0,0.07829027,93.1804,0,1,0,1,0,0,0,1,0,0,14,1194.445
18,1,0,0.008539208,81.2618,0,0,1,0,1,0,0,1,0,0,9,402.809
20.2,0,1,0.1000953,125.2678,0,0,1,0,0,1,1,0,0,0,15,127.1678
15,1,0,0.04644733,121.5414,0,1,0,1,0,0,0,1,0,0,14,2436.828
7.55,0,1,0.03079477,122.9072,0,1,0,0,0,1,0,0,0,1,28,4532.766
16.85,0,1,0.1590817,193.5478,0,1,0,0,0,1,0,0,0,1,28,4649.947
14.15,1,0,0.03470581,241.6828,0,1,0,0,0,1,0,0,0,1,28,4873.656
13,1,0,0.1544875,77.2986,0,0,1,0,1,0,0,1,0,0,6,1246.378
14.65,1,0,0.07217868,262.9594,0,1,0,1,0,0,0,1,0,0,14,5233.188
14.5,1,0,0.0616864,153.9998,0,1,0,0,0,1,0,0,0,1,28,5229.193
5.88,1,0,0.003599378,152.2998,0,0,1,0,1,0,0,1,0,0,11,3075.996
12.35,1,0,0.02683218,57.3246,0,0,1,0,1,0,0,1,0,0,6,1332.266
9,1,0,0.01961699,169.6474,0,0,1,0,1,0,0,1,0,0,6,2526.711
10.395,1,0,0.05226427,158.4604,0,0,1,0,0,1,1,0,0,0,15,158.4604
10.195,1,0,0.1122034,111.786,0,0,1,0,1,0,0,1,0,0,9,1697.79
15.6,1,0,0.1717611,115.7518,0,1,0,0,0,1,0,0,0,1,28,5351.035
9.695,1,0,0.1141705,158.9604,0,0,1,0,1,0,0,1,0,0,11,1743.064
19.35,0,1,0.08226642,48.8034,0,0,1,1,0,0,0,1,0,0,16,340.2238
16.7,0,1,0.03868518,146.6102,0,1,0,0,0,1,0,0,1,0,4,2770.394
5.985,1,0,0.09579533,128.4678,0,0,1,1,0,0,0,1,0,0,16,508.6712
8.85,1,0,0.02681412,103.7964,0,0,1,0,0,1,1,0,0,0,15,210.3928
15.7,1,0,0.04520385,180.266,0,0,1,1,0,0,0,1,0,0,16,1617.894
12.5,1,0,0.02069772,198.8742,0,0,1,1,0,0,0,1,0,0,16,5773.152
19.35,1,0,0.02782727,65.6168,0,1,0,0,0,1,0,0,1,0,4,383.5008
7.72,0,1,0.07488304,79.8986,0,0,1,0,1,0,0,1,0,0,11,1090.58
17.2,1,0,0.1562989,162.1578,0,0,1,1,0,0,0,1,0,0,16,1283.662
9,1,0,0.01941219,166.5474,0,1,0,0,0,1,0,0,0,1,28,4379.632
11,1,0,0.1053242,125.7046,0,1,0,0,0,1,0,0,0,1,28,3237.12
10.5,0,1,0.01922782,163.9842,0,0,1,1,0,0,1,0,0,0,28,331.5684
8.895,1,0,0.04409398,208.3954,0,0,1,0,0,1,1,0,0,0,15,1041.977
20.2,0,1,0.1175993,195.311,0,0,1,0,1,0,0,1,0,0,11,3338.987
20.5,1,0,0.0361403,120.0756,0,0,1,1,0,0,0,1,0,0,16,2302.336
17.6,1,0,0.1047917,165.2868,1,0,0,0,0,1,0,1,0,0,26,3111.949
11.15,1,0,0.05702116,106.8622,0,1,0,1,0,0,0,1,0,0,14,2011.382
6.59,1,0,0.02605818,121.9098,0,1,0,0,0,1,0,0,0,1,28,3374.274
19.6,0,1,0.1282957,167.2816,0,0,1,0,1,0,0,1,0,0,11,2013.379
10.895,0,1,0.03263762,147.7102,0,0,1,0,1,0,0,1,0,0,6,1895.533
13.85,1,0,0.0347659,114.2492,0,0,1,0,1,0,0,1,0,0,6,1853.587
15.1,1,0,0.09569633,159.7604,0,0,1,0,1,0,0,1,0,0,6,2693.827
15,1,0,0.07137146,125.2362,0,0,1,1,0,0,0,1,0,0,16,1384.198
12.85,1,0,0.02269613,179.9318,0,1,0,0,0,1,0,0,1,0,4,2706.477
16.85,0,1,0.2675659,194.1478,0,0,1,0,0,1,1,0,0,0,15,1162.487
15.5,1,0,0.05332776,44.477,1,0,0,0,0,1,0,1,0,0,26,865.54
15.85,0,1,0.007145063,41.048,0,0,1,0,1,0,0,1,0,0,9,479.376
21.2,1,0,0.07107605,174.837,0,0,1,0,1,0,0,1,0,0,6,5469.547
13.35,1,0,0.139426,148.3392,0,0,1,0,1,0,0,1,0,0,9,3877.619
6.11,0,1,0.1519253,46.6086,0,0,1,0,1,0,0,1,0,0,9,624.5204
13,1,0,0.0994797,44.906,0,1,0,1,0,0,0,1,0,0,14,652.484
11.5,1,0,0.04590045,118.9124,0,1,0,0,0,1,0,0,0,1,28,2844.298
6.465,1,0,0.2179941,266.5884,0,0,1,1,0,0,1,0,0,0,28,1324.942
6.425,1,0,0.01045446,115.6808,0,1,0,1,0,0,0,1,0,0,14,1406.17
15.1,1,0,0.1726412,195.111,0,1,0,0,0,1,0,0,0,1,28,5303.097
12,1,0,0.07570152,124.6388,0,0,1,0,1,0,0,1,0,0,11,2105.26
7.535,1,0,0.08191468,120.344,0,1,0,1,0,0,0,1,0,0,14,3835.008
7.68,1,0,0.07101051,190.9162,0,1,0,1,0,0,0,1,0,0,14,5195.237
14.7,1,0,0.07244498,48.6034,0,0,1,0,1,0,0,1,0,0,11,194.4136
10.3,1,0,0.06998191,263.0226,1,0,0,0,0,1,0,1,0,0,26,6079.42
13.8,0,1,0.06457046,76.2012,0,0,1,0,1,0,0,1,0,0,6,1669.826
10.1,1,0,0.02415977,114.715,0,0,1,0,1,0,0,1,0,0,9,815.605
7.785,1,0,0.08921016,64.251,0,0,1,0,1,0,0,1,0,0,6,1328.271
13.8,1,0,0.09761111,54.893,0,0,1,0,1,0,0,1,0,0,6,679.116
11.8,1,0,0.0589755,81.7618,0,1,0,0,0,1,0,0,1,0,4,966.7416
10.5,1,0,0.0274307,171.1106,0,0,1,0,1,0,0,1,0,0,6,3593.323
13.65,0,1,0.0085,58.7588,0,0,1,1,0,0,1,0,0,0,28,400.8116
19.7,1,0,0.03881534,124.2362,0,0,1,0,1,0,0,1,0,0,11,1887.543
16.25,1,0,0.1526324,98.441,0,0,1,1,0,0,1,0,0,0,28,96.541
12.15,1,0,0.0216183,167.1184,0,1,0,0,0,1,0,0,0,1,28,2476.776
15.1,0,1,0.0964919,134.4942,0,1,0,0,0,1,0,0,1,0,4,1854.919
16.2,1,0,0.03356887,74.9696,0,0,1,0,1,0,0,1,0,0,6,2162.518
11.3,0,1,0.05450742,96.3094,1,0,0,0,0,1,0,1,0,0,26,666.4658
11.1,0,1,0.06307954,175.7712,0,0,1,1,0,0,1,0,0,0,28,351.5424
13.15,1,0,0.06420813,180.1976,0,0,1,1,0,0,1,0,0,0,28,181.0976
19.7,1,0,0.04197449,108.6912,0,0,1,0,1,0,0,1,0,0,6,2183.824
20.6,0,1,0.04820743,188.0556,0,0,1,0,1,0,0,1,0,0,6,2065.312
9.5,1,0,0.04106565,223.5088,0,0,1,0,1,0,0,1,0,0,6,4697.885
13.5,0,1,0.128709,96.1068,1,0,0,0,0,1,0,1,0,0,26,1846.929
13.65,1,0,0.03596071,186.3924,0,0,1,1,0,0,0,1,0,0,16,1665.832
7.27,1,0,0.0465207,97.7384,1,0,0,0,0,1,0,1,0,0,26,591.2304
7.39,1,0,0.2105965,144.747,0,0,1,1,0,0,1,0,0,0,28,143.147
6.86,1,0,0.03674399,231.201,0,0,1,0,1,0,0,1,0,0,6,6201.927
14.7,1,0,0.0722382,47.5034,1,0,0,0,0,1,0,1,0,0,26,972.068
18.75,1,0,0.03414121,211.9218,0,1,0,0,0,1,0,0,0,1,28,3419.549
9.195,1,0,0.1015004,45.2744,0,0,1,0,1,0,0,1,0,0,11,679.116
14.15,1,0,0.04224658,54.2982,0,1,0,1,0,0,0,1,0,0,14,1104.562
12.3,0,1,0.05810577,60.4562,0,0,1,0,1,0,0,1,0,0,9,1777.686
11.8,0,1,0.1701418,116.7834,1,0,0,0,0,1,0,1,0,0,26,2303.668
13.6,0,1,0.04957988,110.0912,0,0,1,0,1,0,0,1,0,0,9,1965.442
11.6,1,0,0.0185,178.2686,0,1,0,1,0,0,0,1,0,0,14,1955.455
15,1,0,0.05872513,43.6744,0,0,1,0,1,0,0,1,0,0,6,407.4696
7,1,0,0.146,105.628,0,1,0,1,0,0,0,1,0,0,14,1384.864
13.1,1,0,0.07569555,168.4158,0,1,0,1,0,0,0,1,0,0,14,1504.042
11.3,1,0,0.007321067,197.7426,0,0,1,0,1,0,0,1,0,0,6,2570.654
12.3,1,0,0.009463757,73.838,0,0,1,0,1,0,0,1,0,0,6,1245.046
10,1,0,0.02140751,248.175,1,0,0,0,0,1,0,1,0,0,26,3495.45
5.155,1,0,0.1456696,247.2776,0,0,1,1,0,0,1,0,0,0,28,743.0328
6.98,1,0,0.04127324,82.4934,0,1,0,0,0,1,0,0,1,0,4,982.7208
19,1,0,0.1280901,107.0622,0,0,1,1,0,0,0,1,0,0,16,1376.209
17,1,0,0.1357076,172.5106,0,0,1,0,1,0,0,1,0,0,9,2053.327
15.15,1,0,0.027774,152.3708,0,0,1,0,1,0,0,1,0,0,9,3159.887
19.6,0,1,0.07278643,49.4376,0,0,1,1,0,0,1,0,0,0,28,191.7504
8.325,1,0,0.0296406,40.8138,0,1,0,0,0,1,0,0,0,1,28,1543.324
8.355,1,0,0.187939,146.9418,0,0,1,0,1,0,0,1,0,0,11,1029.993
12.15,1,0,0.1449202,224.4404,1,0,0,0,0,1,0,1,0,0,26,1800.323
17.25,0,1,0.1254192,40.048,0,1,0,1,0,0,0,1,0,0,14,399.48
6.46,0,1,0.04912197,144.6102,1,0,0,0,0,1,0,1,0,0,26,2916.204
6.03,1,0,0.0214,175.3028,0,1,0,0,0,1,0,0,0,1,28,3719.159
5.78,0,1,0.07414907,262.2568,0,0,1,1,0,0,0,1,0,0,16,5273.136
18.7,1,0,0.04604992,151.9682,1,0,0,0,0,1,0,1,0,0,26,3354.3
19.2,1,0,0.03538461,180.3318,0,0,1,0,1,0,0,1,0,0,6,3428.204
13.35,1,0,0.03834012,240.1564,0,1,0,0,0,1,0,0,0,1,28,7150.692
18,1,0,0.0076,81.8618,0,0,1,1,0,0,1,0,0,0,28,161.1236
18.2,1,0,0.04908085,147.7734,0,1,0,0,0,1,0,0,0,1,28,4602.675
12.3,1,0,0.07618367,245.646,0,1,0,0,0,1,0,0,0,1,28,3695.19
7.35,1,0,0.02871141,39.9454,0,1,0,0,0,1,0,0,1,0,4,377.5086
20.35,0,1,0.1457,81.6276,0,0,1,1,0,0,0,1,0,0,16,1787.007
14.1,1,0,0.1251715,88.9198,0,1,0,0,0,1,0,0,0,1,28,3139.913
17.85,1,0,0.03782687,189.7188,0,0,1,1,0,0,0,1,0,0,16,2285.026
4.615,0,1,0.101747,231.33,1,0,0,0,0,1,0,1,0,0,26,4660.6
15,1,0,0.0439,47.2744,0,0,1,0,1,0,0,1,0,0,9,679.116
6.575,0,1,0.07514211,145.8444,0,1,0,0,0,1,0,0,0,1,28,3773.754
12.1,0,1,0.06142474,56.7614,0,1,0,0,0,1,0,0,1,0,4,1049.967
11.65,1,0,0.04059705,187.324,0,0,1,0,1,0,0,1,0,0,11,1864.24
14,1,0,0.0415567,104.4332,0,0,1,1,0,0,1,0,0,0,28,307.5996
15.5,0,1,0.1267918,262.1568,0,0,1,0,0,1,1,0,0,0,15,527.3136
9.195,0,1,0.1174848,158.5578,0,0,1,1,0,0,0,1,0,0,16,2406.867
15.1,0,1,0.1060973,43.2796,0,1,0,0,0,1,0,0,1,0,4,123.8388
5.095,0,1,0.1293959,140.3838,1,0,0,0,0,1,0,1,0,0,26,1826.289
15.1,0,1,0.100265,142.5786,0,1,0,0,0,1,0,0,1,0,4,3323.008
12.1,1,0,0.01155756,165.3526,0,1,0,1,0,0,0,1,0,0,14,3453.505
6.235,1,0,0.1191578,263.791,0,1,0,0,0,1,0,0,1,0,4,2103.928
15,1,0,0.07762262,121.8414,0,0,1,0,0,1,1,0,0,0,15,243.6828
10.5,1,0,0.04119499,39.1164,0,1,0,0,0,1,0,0,0,1,28,1235.725
10.65,0,1,0.08513595,232.3668,0,0,1,1,0,0,0,1,0,0,16,3685.869
9.8,0,1,0.1068169,114.2492,0,0,1,0,0,1,1,0,0,0,15,463.3968
18.25,1,0,0.04421348,173.408,1,0,0,0,0,1,0,1,0,0,26,1038.648
15.35,1,0,0.01374588,62.0168,0,1,0,0,0,1,0,0,0,1,28,1534.003
19.6,1,0,0.09430806,251.8698,0,1,0,1,0,0,0,1,0,0,14,3551.377
17,0,1,0.02662276,144.247,0,0,1,0,1,0,0,1,0,0,11,3149.234
9.6,0,1,0.01423459,190.2872,0,1,0,1,0,0,0,1,0,0,14,4727.18
8.51,0,1,0.07852623,173.5422,0,1,0,1,0,0,0,1,0,0,14,5000.824
5.88,1,0,0.0249887,150.3392,0,1,0,0,0,1,0,0,1,0,4,447.4176
8.905,1,0,0.1437122,60.2878,0,1,0,0,0,1,0,0,1,0,4,1151.168
5.695,0,1,0.06737308,258.8988,0,1,0,0,0,1,0,0,0,1,28,3083.986
8.85,1,0,0.05382209,183.8292,1,0,0,0,0,1,0,1,0,0,26,2554.009
20.7,1,0,0.04301128,177.2028,0,1,0,0,0,1,0,0,1,0,4,3364.953
8.42,1,0,0.1235571,216.6192,0,0,1,1,0,0,1,0,0,0,28,215.7192
6.3,1,0,0.1279682,209.627,0,1,0,0,0,1,0,0,1,0,4,3984.813
17.5,0,1,0.007570599,144.6102,0,1,0,0,0,1,0,0,1,0,4,2187.153
20.25,0,1,0.0994,92.312,0,0,1,1,0,0,1,0,0,0,28,372.848
5.765,1,0,0.08199679,40.1164,0,0,1,0,1,0,0,1,0,0,9,540.6296
17.75,0,1,0.06777778,186.924,0,1,0,0,0,1,0,0,1,0,4,3169.208
5.035,0,1,0.08036255,229.0036,0,0,1,0,1,0,0,1,0,0,6,4326.368
8.355,1,0,0.01392906,94.1462,0,0,1,1,0,0,0,1,0,0,16,2221.109
6.13,1,0,0.07716995,63.0536,0,0,1,0,1,0,0,1,0,0,6,1225.072
10.5,0,1,0.0225,143.3128,0,0,1,1,0,0,0,1,0,0,16,1438.128
12.5,1,0,0.1126818,119.144,0,1,0,0,0,1,0,0,1,0,4,3235.788
9.195,1,0,0.1008044,45.4744,0,1,0,0,0,1,0,0,0,1,28,1041.311
20.75,1,0,0.02512588,150.4734,0,0,1,0,1,0,0,1,0,0,9,890.8404
6.305,0,1,0.1225196,93.0436,0,1,0,0,0,1,0,0,0,1,28,2363.59
13.35,0,1,0.1502113,179.066,0,0,1,0,1,0,0,1,0,0,6,2696.49
7.96,1,0,0.02835784,163.2894,0,0,1,0,1,0,0,1,0,0,9,4530.103
8.92,1,0,0.1306634,175.237,0,0,1,0,1,0,0,1,0,0,6,2117.244
6.635,0,1,0.006335942,121.8098,0,1,0,1,0,0,0,1,0,0,14,2048.667
15.5,1,0,0.032846,106.7938,1,0,0,0,0,1,0,1,0,0,26,3215.814
6.13,1,0,0.0767359,62.4536,0,0,1,1,0,0,0,1,0,0,16,1225.072
7.315,1,0,0.01530184,154.434,0,0,1,1,0,0,0,1,0,0,16,1378.206
16,0,1,0.02937724,46.1718,0,0,1,0,0,1,1,0,0,0,15,94.5436
16.85,1,0,0.2333566,146.576,0,0,1,0,0,1,1,0,0,0,15,439.428
15.85,1,0,0.1370539,94.4094,0,1,0,0,0,1,0,0,1,0,4,1047.303
15,1,0,0.0439,43.4744,0,0,1,1,0,0,0,1,0,0,16,543.2928
19.1,1,0,0.1772365,172.3422,0,0,1,0,1,0,0,1,0,0,9,2586.633
19,1,0,0.1118303,105.4622,1,0,0,0,0,1,0,1,0,0,26,952.7598
13.5,1,0,0.051,84.654,0,1,0,1,0,0,0,1,0,0,14,1211.756
16.75,0,1,0.008204465,99.8674,0,1,0,1,0,0,0,1,0,0,14,2342.95
5.26,0,1,0.02439015,95.9068,0,1,0,0,0,1,0,0,0,1,28,3207.824
9.195,0,1,0.06414399,85.9566,0,0,1,0,1,0,0,1,0,0,11,1691.132
19.35,1,0,0.03327563,173.8738,0,0,1,0,1,0,0,1,0,0,6,2432.833
11.8,0,1,0.1076627,224.1772,0,0,1,0,1,0,0,1,0,0,6,2890.904
10.6,1,0,0.01115195,40.6454,0,0,1,0,1,0,0,1,0,0,6,167.7816
13.65,0,1,0.01306452,115.5834,0,0,1,0,1,0,0,1,0,0,11,1382.201
14.85,0,1,0.009954237,158.263,0,1,0,1,0,0,0,1,0,0,14,2659.871
15.2,1,0,0.02121436,48.2034,0,0,1,1,0,0,1,0,0,0,28,97.2068
13.5,0,1,0.06785957,60.1562,0,0,1,0,1,0,0,1,0,0,9,1599.917
5.635,1,0,0.1034818,150.005,0,0,1,0,1,0,0,1,0,0,11,1797.66
7.405,1,0,0.01535818,92.4146,0,0,1,0,1,0,0,1,0,0,6,1459.434
17.35,1,0,0.2930661,177.0712,0,0,1,1,0,0,1,0,0,0,28,351.5424
11.35,1,0,0.03098139,51.9008,0,0,1,0,1,0,0,1,0,0,6,708.4112
20.75,1,0,0.0181,153.8024,0,1,0,0,0,1,0,0,0,1,28,7741.922
16.1,0,1,0.01362329,109.3596,0,0,1,0,1,0,0,1,0,0,11,1186.456
17.7,0,1,0.04109873,80.9276,0,1,0,0,0,1,0,0,1,0,4,487.3656
13.1,1,0,0.01209726,188.853,0,0,1,0,1,0,0,1,0,0,9,3225.801
14.3,0,1,0.0343826,96.5726,1,0,0,0,0,1,0,1,0,0,26,2251.07
9.6,1,0,0.03540684,244.317,0,1,0,0,0,1,0,0,0,1,28,8262.578
8.6,1,0,0.09037434,114.3176,0,0,1,0,1,0,0,1,0,0,11,1946.799
5.78,0,1,0.07445113,264.5568,0,1,0,0,0,1,0,0,1,0,4,6327.763
8.195,1,0,0.03146713,91.8462,0,0,1,0,1,0,0,1,0,0,11,2313.655
13.65,0,1,0.07878667,184.824,0,0,1,1,0,0,0,1,0,0,16,3355.632
17.35,1,0,0.05603225,102.3016,0,0,1,0,1,0,0,1,0,0,11,1619.226
20.25,1,0,0.05893552,246.646,0,0,1,1,0,0,0,1,0,0,16,2463.46
10.395,0,1,0.06457733,230.5352,0,0,1,1,0,0,1,0,0,0,28,687.1056
16.1,1,0,0.03430696,252.3356,0,0,1,1,0,0,0,1,0,0,16,3815.034
5.785,0,1,0.05358646,89.7856,0,1,0,0,0,1,0,0,0,1,28,966.7416
17.6,0,1,0.07643192,113.2202,0,1,0,0,0,1,0,0,1,0,4,2025.364
18,1,0,0.0390901,148.4418,0,0,1,0,1,0,0,1,0,0,11,4119.97
12.5,1,0,0.03154913,99.0384,0,0,1,0,0,1,1,0,0,0,15,197.0768
9.065,1,0,0.1152338,94.4094,1,0,0,0,0,1,0,1,0,0,26,2856.282
16.85,0,1,0.1598256,195.5478,0,0,1,0,1,0,0,1,0,0,9,4262.452
16,1,0,0.07308017,228.4668,0,0,1,0,1,0,0,1,0,0,6,2534.035
9.3,1,0,0.06672772,181.6292,1,0,0,0,0,1,0,1,0,0,26,2371.58
6.215,1,0,0.01214661,37.9848,0,0,1,0,1,0,0,1,0,0,9,782.9808
20.1,0,1,0.02255208,226.6036,0,0,1,0,1,0,0,1,0,0,6,6831.108
8.77,0,1,0.04703604,170.5422,0,0,1,0,1,0,0,1,0,0,6,2759.075
16.25,1,0,0.08715865,95.141,0,0,1,0,1,0,0,1,0,0,9,2220.443
15.15,1,0,0.02775614,150.4708,1,0,0,0,0,1,0,1,0,0,26,2106.591
13.15,1,0,0.09258992,159.5604,1,0,0,0,0,1,0,1,0,0,26,1901.525
